ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
Café Amazon ปตท.จะนะ2,WP8J+CV4 ตำบล บ้านนา อำเภอจะนะ สงขลา 90130 ประเทศไทย,6.916017099999999,100.7322106,4.1,27,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.84,ChIJ-0UWS20pszERm0l1lV96fC4
Café Amazon,WRQ7+7J9 ตำบล สะกอม อำเภอ เทพา สงขลา 90150 ประเทศไทย,6.9381553,100.8141129,4.0,7,ไม่สามารถระบุได้,,0,9.38,ChIJmYnPqcUnszERiTg9IM9yoRM
Café Amazon ปตท.เทพา,184 หมูที่ 2 ถนน หาดใหญ่ - ปัตตานี ตำบล เทพา อำเภอ เทพา สงขลา 90150 ประเทศไทย,6.8710201,100.9593876,4.1,8,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.11,ChIJt76p2oojszERsPECAzrv2bI
Café Amazon ปตท.หลัง มอ.ปัตตานี,189 ถนน หน้าสงเคาระห์ ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย,6.8828952,101.2461782,4.5,51,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,4,0.98,ChIJnYazSIcDszERdBtSK2oxM9I
Café Amazon ปตท.ถนนหนองจิก,"36/17 ม.4 ถ.หนองจิก ต.รูสะมิแล อ.เมืองปัตตานี ปัตตานี, ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย",6.857656,101.2266598,4.3,192,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.79,ChIJTSVk22sEszERkeiVzaP9xko
Café Amazon สาขา ม.อ.ปัตตานี,181 ถนน เจริญประดิษฐ์ ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย,6.8778934,101.2339989,4.6,63,ไม่สามารถระบุได้,,3,1.46,ChIJB2z6BO4DszERCeGoZWyesm4
Café Amazon ปตท.หอนาฬิกาปัตตานี,"23, 56 ถนน หนองจิก ตำบล สะบารัง อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย",6.864778500000001,101.2411968,4.2,5,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,5,0.91,ChIJT1tqPe8FszERP1qZOa7E44U
Café Amazon ศาลากลางจังหวัดปัตตานี,ศาลากลางจังหวัดปัตตานี ตำบล สะบารัง เมือง ปัตตานี 94000 ประเทศไทย,6.8675074,101.2489905,5.0,2,ไม่สามารถระบุได้,,5,0.91,ChIJp4xq-FQFszERS3JkOknjr0c
Café Amazon ปตท.นาเกลือ,V7H6+6GR ถ. นาเกลือ ตำบล บานา อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย,6.8781083,101.2612659,4.4,141,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,5,1.07,ChIJgysDxlMBszERTXMxN3YlOh8
Café Amazon ปากน้ำปัตตานี,V7G2+FP5 ซ. ประชาสรร ตำบล สะบารัง อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย,6.876011099999999,101.2517736,4.1,14,ไม่สามารถระบุได้,,6,0.98,ChIJdYpesp0DszER_5WZd-huCIw
Café Amazon ปตท.ตะโละกาโปร์,V9QG+GM3 ตำบล ตะโละกาโปร์ อำเภอ ยะหริ่ง ปัตตานี 94150 ประเทศไทย,6.888759,101.3766782,4.7,11,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,11.74,ChIJw0khygyrszERLJ71lc1Ea_w
Café Amazon ปตท.บานา บจ.ฟาฏอนี อีเนอร์จี 1440,"AH18, ตำบล บานา อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย",6.8672649,101.2726879,4.3,31,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,1.59,ChIJ5Qm8ZlcHszER63OGajwwOes
Café Amazon ตลาดเทศวิวัฒน์1,"21, 1 ถ. นาเกลือ ตำบล อาเนาะรู อำเภอเมืองปัตตานี ปัตตานี 94000 ประเทศไทย",6.867604999999999,101.2582858,0.0,0,ไม่สามารถระบุได้,,5,1.03,ChIJrwRu0DAHszERL5MgkoYj7Ps
คาเฟ่ อเมซอน สาขา บจก. ยืนยงปิโตรเลียม,"78 หมู่ที่ 1 ถ.สายเอเชีย ต.ควนรู อ.รัตภูมิ, ตำบล ควนรู อำเภอรัตภูมิ สงขลา 90180 ประเทศไทย",7.1449912,100.2917027,4.2,91,ไม่สามารถระบุได้,,1,1.31,ChIJd4V96M0iTTARbft_zJ6_70U
Café Amazon สาขา บจ.ลูกปลาปิโตรเลียม,ตำบล กำแพงเพชร อำเภอรัตภูมิ สงขลา 90180 ประเทศไทย,7.1348262,100.2613913,4.1,24,ไม่สามารถระบุได้,,1,0.68,ChIJX-KGOKciTTAR9I2JW1j4AO8
Café Amazon,47Q8+2PJ ตำบล กำแพงเพชร อำเภอรัตภูมิ สงขลา 90180 ประเทศไทย,7.138345699999999,100.2664309,5.0,1,ไม่สามารถระบุได้,,1,0.68,ChIJpxT5MQAjTTARs_15KdWiPUY
Café Amazon คาเฟอเมซอน PTT หน้าสวน (DD3827),270/1 ถ. กาญจนวนิช ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0398516,100.5019852,4.4,156,ไม่สามารถระบุได้,,1,1.83,ChIJuebbxdwpTTARcv3aUY1FqAY
คาเฟ่ อเมซอน,39 ถนน ศุภสารรังสรรค์ ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.007470199999999,100.4699264,4.5,205,ไม่สามารถระบุได้,,13,0.44,ChIJIyeBje8pTTAReNlEN_y5Fj4
Café Amazon,2F2F+VQ4 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.002138200000001,100.4744639,4.3,200,ไม่สามารถระบุได้,,13,0.65,ChIJJc0Ms0goTTARyIQudaXn1bE
คาเฟ่ อเมซอน สาขาราษฏร์อุทิศ เขต 8,545 ถนนราษฏร์ ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.014626300000001,100.4559929,4.2,87,ไม่สามารถระบุได้,,7,1.16,ChIJXxP68eMpTTARXwzMKXBORRA
Café Amazon สาขาปตท.ถนนปุณณกัณฑ์ (รหัสร้านDD4117),108 ถนน ปุณณกัณฑ์ ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.001497499999999,100.4925656,4.4,15,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,9,0.78,ChIJE7rQQRIpTTARmHEk8-UzFPU
อเมซอน คาเฟ่ สาขา ปตท. ท่าช้าง,2C57+35W ตำบล ท่าช้าง อำเภอบางกล่ำ สงขลา 90110 ประเทศไทย,7.0077274,100.4129421,4.3,227,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.46,ChIJ3eCj6rknTTARuKJ5JrngSzo
Café Amazon,41 212 ถ. นิพัทธ์สงเคราะห์ 1 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0232934,100.4700662,4.5,156,ไม่สามารถระบุได้,,8,0.72,ChIJcY6pBTspTTARhi2SiOU1Shw
Café Amazon (คาเฟ่ อเมซอน) ปตท.นวลแก้วอุทิศ,303 ซ. ประชาสันติ ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.028935,100.4895123,3.8,11,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,4,1.1,ChIJXXNSb8QpTTARZShZvoSBMl0
Café amazon เพชรเกษม ซอย7,734 เพชรเกษม ซอย 7 ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0190154,100.4890387,4.4,55,ไม่สามารถระบุได้,,8,0.56,ChIJJY9BwS4pTTARP7Sjlu5goSo
Café Amazon ข้างโรงเรียนสุวรรณวงศ์ (หจก.ป.ขวัญ กาแฟสด),เลขที่ 181 59 ถ. ประชาธิปัตย์ ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0073761,100.4771972,4.5,218,ไม่สามารถระบุได้,นักเรียน/นักศึกษา,16,0.01,ChIJPyfQpkgpTTARUMxviXGKyDs
Café Amazon - สาขา หจก.สตูลปิโตเลียม,89/1 ถนน ลพบุรีราเมศวร์ ตำบล คลองแห อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.061278799999999,100.4848523,4.6,160,ไม่สามารถระบุได้,,0,3.04,ChIJaT2-x4EvTTAR0J_JP_y2bc8
Cafe’Amazon โรบินสัน หาดใหญ่,9 ถ.ธรรมนูญวิถี ต.หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0036799,100.4687018,4.5,18,ไม่สามารถระบุได้,,12,0.44,ChIJ115OGAApTTARIm5_N_R8TvU
Café Amazon,ถ.เพชรเกษม ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.016223600000001,100.4748724,4.3,274,ไม่สามารถระบุได้,,12,0.7,ChIJbcy2cFApTTARE_GqoiYc5Ss
Café Amazon ปตท.ราษฎร์อุทิศ,226 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.004199799999999,100.4625093,4.2,21,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,11,0.22,ChIJ41_t4CApTTARGxGwvjpTZ1U
Café Amazon โรงพยาบาลสงขลานครินทร์,เลขที่ 15 ซอย ถ. กาญจนวนิช ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0076914,100.4957259,4.1,9,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,5,0.77,ChIJ1dQbJdUpTTARZ7JvMd4TT54
Café Amazon หน้าโรงพยาบาล กรุงเทพหาดใหญ่,3 1 ถ. คลองเรียน 1 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.015981,100.4850316,4.5,43,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,12,0.29,ChIJl1dIPIcpTTARSmH2GEFMULQ
Café Amazon สาขา บจก. สิริพัฒน์ 2016,"279 หมู่ 14 ท่าช้าง, ตำบล ท่าช้าง อำเภอบางกล่ำ สงขลา 90110 ประเทศไทย",7.0275811,100.4029926,4.3,152,ไม่สามารถระบุได้,,0,2.45,ChIJB3Mwq48nTTARNHUeROG9rUo
Café Amazon,398 ถนน ปุณณกัณฑ์ ตำบล คอหงส์ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0015727,100.4995965,3.9,21,ไม่สามารถระบุได้,,2,0.78,ChIJy1c9aHMpTTAR9rO1y7AeA5I
Café Amazon ปตท.หาดใหญ่ใน ขาเข้า,274 ถนน ราษฎร์อุทิศ ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.006129700000001,100.4621085,4.2,17,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,10,0.22,ChIJ-TfnnNspTTARwe9xf03jurk
Café Amazon สาขา โรงพยาบาลหาดใหญ่,182 รัถการ ตำบล หาดใหญ่ อำเภอเมืองหาดใหญ่ สงขลา 90110 ประเทศไทย,7.016964,100.468566,5.0,1,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,12,0.7,ChIJNaAtXQApTTARpAmGLClFotw
Café Amazon 30 เมตร,20 8 ถนน ราษฎร์ยินดี ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 ประเทศไทย,7.0173976,100.4828698,0.0,0,ไม่สามารถระบุได้,,11,0.29,ChIJoZX9eNIpTTAR5Z-9btHYJ1Q
